day	cases
10-12-2021	270.1428571
11-12-2021	258.4285714
12-12-2021	246.7142857
13-12-2021	238.2857143
14-12-2021	222.7142857
15-12-2021	212.2857143
16-12-2021	209.1428571
17-12-2021	202.2857143
18-12-2021	196.1428571
19-12-2021	187.1428571
20-12-2021	175.1428571
21-12-2021	169
22-12-2021	164.2857143
23-12-2021	164
24-12-2021	153.4
25-12-2021	143.25
