day	cases
30-11-2021	46940.14286
1-12-2021	47676.42857
2-12-2021	47825.71429
3-12-2021	48226.57143
4-12-2021	48197
5-12-2021	48625.85714
6-12-2021	49419.57143
7-12-2021	50239.28571
8-12-2021	51483.71429
9-12-2021	52998
10-12-2021	56422.14286
11-12-2021	62248.71429
12-12-2021	68956
13-12-2021	75005
14-12-2021	80338.14286
15-12-2021	85330.71429
16-12-2021	89759.71429
17-12-2021	95441
18-12-2021	101217
19-12-2021	107243.5714
20-12-2021	113907.1429
21-12-2021	118695.1429
22-12-2021	116144.8571
